Video,action,Context
P47_cam01,friedegg,"There is a person is a black top and blue jeans standing in front of the kitchen counter. A food container, a portable cooktop with a frying pan on top, a crystal bowl with a spoon, and some kitchen appliances with some connection wires are on the countertop. A camera is mounted on one of the appliances A red kettle is far behind the appliances.  A cartonof eggs, a butter tub, a butter knife, a wooden spatula, and a knife are on the kitchen sink steel countertop. There is a drawing pasted on the wall next to the counter. Two black color chairs are in front of the counter next to a table with some random stuff. A white plate appears on the counter later in the video. The camera view is from the left side to the appliances on the steel kitchen sink. "
P47_cam01,milk,"In the beginning, there is a person is a black top and blue jeans standing in front of the kitchen counter. Some food containers and some kitchen appliances with some connection wires are on the countertop. A camera is mounted on one of the appliances. A red kettle is far behind the appliances.  There is a drawing pasted on the wall next to the counter. Two black color chairs are in front of the counter next to a table with some random stuff. A white cup and a spoon appear on the counter later in the video. The camera view is from the left side to the appliances on the steel kitchen sink."
P47_cam01,salat,"In the beginning, there is a person is a black top and blue jeans standing in front of the kitchen counter. A food container, a kiwi, an apple, and some kitchen appliances with some connection wires are on the countertop. A camera is mounted on one of the appliances. A red kettle is far behind the appliances. There is a drawing pasted on the wall next to the counter. Two black color chairs are in front of the counter next to a table with some random stuff. A white plate, a knife, and a crystal bowl appear on the counter later in the video. The camera view is from the left side to the appliances on the steel kitchen sink. "
P47_cam01,sandwich,"In the beginning, there is a person is a black top and blue jeans standing in front of the kitchen counter. Some food containers, a food packet, and some kitchen appliances with connection wires are on the countertop. A camera is mounted on one of the appliances. A red kettle is far behind the appliances.   A food bag is on the kitchen sink steel countertop. There is a drawing pasted on the wall next to the counter. Two black color chairs are in front of the counter next to a table with some random stuff. A white plate and a knife appear on the counter later in the video. The camera view is from the left side to the appliances on the steel kitchen sink. "
P47_cam01,scrambledegg,"There is a person is a black top and blue jeans standing in front of the kitchen counter. Some food containers, a portable cooktop with a frying pan on top, and some kitchen appliances with some connection wires are on the countertop. A camera is mounted on one of the appliances. A red kettle is far behind the appliances.  A cartonof eggs, a wooden spatula, and a knife are on the kitchen sink steel countertop. There is a drawing pasted on the wall next to the counter. Two black color chairs are in front of the counter next to a table with some random stuff. A  crystal bowl, a butter tub, a butter knife, and a white plate appears on the counter later in the video. The camera view is from the left side to the appliances on the steel kitchen sink. "
P47_cam01,tea,"In the beginning, there is a person is a black top and blue jeans standing in front of the kitchen counter. Some food containers, a white electric kettle, and some kitchen appliances with some connection wires are on the countertop. A camera is mounted on one of the appliances. A red kettle is far behind the appliances. A tee bag sachet is on the kitchen sink steel countertop.  There is a drawing pasted on the wall next to the counter. Two black color chairs are in front of the counter next to a table with some random stuff. A white mug appears on the counter later in the video. The person disappears from the video. The camera view is from the left side to the appliances on the steel kitchen sink."
P47_cam01,pancake,"In the beginning, a person in a black top is working while leaning on the chair in front of the counter. The person disappears. Another person in a black top and blue jeans comes and stands in front of the kitchen counter. A food container, a portable cooktop with a frying pan on top, and some kitchen appliances with some connection wires are on the countertop. A camera is mounted on one of the appliances. A red kettle is far behind the appliances.  A cartonof eggs, a wooden spatula, a butter tub, a butter knife, and a knife are on the kitchen sink steel countertop. There is a drawing pasted on the wall next to the counter. Two black color chairs are in front of the counter next to a table with some random stuff. A  crystal bowl and a white plate appear on the counter later in the video. The camera view is from the left side to the appliances on the steel kitchen sink. "
P47_cam02,sandwich,"In the beginning, there is a man in a black top and pants standing in front of the kitchen counter. Some food containers and a food packet are on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a man sitting opposite the kitchen counter. There is a window behind the person sitting. There is a radiator under the window. A Tetra pack, a white cup with a spoon and a food bag is on the kitchen sink steel counter next to the tap. A  knife and a white plate appear on the counter later in the video. The camera view is from the right side of the sink from the countertop. "
P47_cam02,cereals,"In the beginning, there is a person in a black top and pants standing in front of the kitchen counter. A food box is on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a person sitting with a white cup opposite the kitchen counter. There is a window behind the person sitting. A white cup with a spoon and a Tetra pack is on the kitchen sink steel counter next to the tap. A crystal bowl appears on the counter later in the video. The camera view is from the right side of the sink from the counter top."
P47_cam02,juice,"In the beginning, there is a man in a black top and pants standing in front of the kitchen counter. Some food containers, a white cup with a spoon and some liquid in it, and an orange are on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a man sitting opposite the kitchen counter. There is a window behind the person sitting. There is a radiator under the window. A Tetra pack is on the kitchen sink steel counter next to the tap. A white plate, a knife, a glass, and a juicer appear on the counter later in the video. The camera view is from the right side of the sink from the countertop. "
P47_cam02,friedegg,"In the beginning, there is a man in a black top and pants standing in front of the kitchen counter. Some food containers and a portable cooktop with a frying pan on it are on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a man sitting opposite the kitchen counter. There is a window behind the person sitting. There is a radiator under the window. A Tetra pack and an egg carton are on the kitchen sink steel counter next to the tap. A white plate appears on the counter later in the video. The camera view is from the right side of the sink from the countertop. "
P47_cam02,coffee,"In the beginning, there is a person in a black top and pants standing in front of the kitchen counter. Some food containers, a white mug, and a black jug are on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a person sitting opposite the kitchen counter. There is a window behind the person sitting. There is a radiator under the window. A Tetra pack is on the kitchen sink steel counter next to the tap. The camera view is from the right side of the sink from the countertop."
P47_cam02,scrambledegg,"In the beginning, there is a man in a black top and pants standing in front of the kitchen counter. Some food containers and a portable cooktop with a frying pan on it are on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a man sitting opposite the kitchen counter. There is a window behind the person sitting. There is a radiator under the window. A Tetra pack and an egg carton are on the kitchen sink steel counter next to the tap. A crystal bowl and a white plate appears on the counter later in the video. The camera view is from the right side of the sink from the countertop. "
P47_cam02,pancake,"In the beginning, there is a man in a black top and pants standing in front of the kitchen counter. Some food containers and a portable cooktop with a frying pan on it are on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a man sitting opposite the kitchen counter. There is a window behind the person sitting. There is a radiator under the window. A Tetra pack and an egg carton are on the kitchen sink steel counter next to the tap. A crystal bowl and a white plate appear on the counter later in the video. The camera view is from the right side of the sink from the countertop. "
P47_cam02,salat,"In the beginning, there is a man in a black top and pants standing in front of the kitchen counter. A food box and a kiwi are on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a man sitting opposite the kitchen counter. There is a window behind the person sitting. There is a radiator under the window. A Tetra pack is on the kitchen sink steel counter next to the tap. A crystal bowl, a knife, an apple, and a white plate appear on the counter later in the video. The camera view is from the right side of the sink from the countertop. "
P47_cam02,milk,"In the beginning, there is a person in a black top and pants standing in front of the kitchen counter. Some food containers are on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a person sitting opposite the kitchen counter. There is a window behind the person sitting. There is a radiator under the window. A Tetra pack is on the kitchen sink steel counter next to the tap. A white cup and a spoon appear on the counter later in the video. The camera view is from the right side of the sink from the countertop. "
P47_cam02,tea,"In the beginning, there is a person in a black top and pants standing in front of the kitchen counter. A white electric kettle, some food containers and a black jug on the white countertop. A camera is mounted on a tripod and placed on the left corner of the kitchen sink. There is a person sitting opposite the kitchen counter. There is a window behind the person sitting. A Tetra pack is on the kitchen sink steel counter next to the tap. A white mug appears on the counter later in the video. The camera view is from the right side of the sink from the countertop. "
P47_stereo,cereals_ch0,"A camera is placed on the top right corner of the sink giving top view of sink and srrounding. A man in black jersy and blue jeans is standing in front of counter. A camera fitted on a tripod is on the left corner of sink. A cup with tea, a cereal box can be seen in the beginning of the video. A crystal bowl with cereal is on the counter. there is a bin on the floor behind the man"
P47_stereo,tea_ch1,"A camera is placed on the top right corner of the sink giving top view of sink and srrounding. A man in black jersy and blue jeans is standing in front of counter. A camera fitted on a tripod is on the left corner of sink. A cup with tea_ch1, a cereal box can be seen in the beginning of the video. A crystal bowl with cereal is on the counter. there is a bin on the floor behind the man"
P47_stereo,tea_ch0,A camera is placed on the top right corner of the sink giving top view of sink and srrounding. A man in black jersy and blue jeans is bringing a cup on the counter. An electric kettle and a crystal jug are laying on the counter. A camera fitted on a tripod is on the left corner of sink.There is a bin on the floor behind the man.
P47_stereo,cereals_ch1,"A camera is placed on the top right corner of the sink giving top view of sink and srrounding. A man in black jersy and blue jeans is standing in front of counter. A camera fitted on a tripod is on the left corner of sink. A cup with tea, a cereal box, a tetrapack can be seen in the beginning of the video. A crystal bowl with cereal is on the counter. There is a coil of green cable and a  bin on the floor behind the man"
P47_webcam01,sandwich,"The camera is mounted on the top left corner, giving the view of counter and its facing wall. A brown haired man in black jersy is standing in front of counter. A brown haired lady in black is sitting behind the man appears for very short period.A poster having some pics and description is hanging on the wall. There is a door behind the man with a glass window on it. There are few appliances on the kitchen counter. A camera is mounted on the white electric appliance. A brown bag is laying on the sink."
P47_webcam01,milk,"The camera is mounted on the top left corner, giving the view of counter and its facing wall. A brown haired man in black jersy is standing in front of counter. A brown haired lady in black is sitting behind the man.A poster having some pics and description is hanging on the wall. There is a door behind the man with a glass window on it. There are few appliances on the kitchen counter. A camera is mounted on the white electric appliance. A white cup is on the counter."
P47_webcam01,juice,"The camera is mounted on the top left corner, giving the view of counter and its facing wall. A brown haired man in black jersy is standing in front of counter. A brown haired lady in black is sitting behind the man.A poster having some pics and description is hanging on the wall. There is a door behind the man with a glass window on it. There are few appliances on the kitchen counter. A camera is mounted on the white electric appliance. Few things like a juicer,a white cup, a glass and a plate are on the counter.  "
P47_webcam01,friedegg,"The camera is mounted on the top left corner, giving the view of counter and its facing wall. A brown haired man in black jersy is standing in front of counter. A brown haired lady in black appears with a plate and spoon for very short time. A poster having some pics and description is hanging on the wall. There is a door behind the man with a glass window on it. There are few appliances on the kitchen counter. A camera is mounted on the white appliance. There is a stove with a pan on the kitchen counter. A clutter of things are on the counter like a crate of eggs, a butter tub and a knife.  In the middle of video a plate appears on the counter."
P47_webcam01,cereals,"The camera is mounted on the top left corner, giving the view of counter and its facing wall. A brown haired man in black jersy is standing in front of counter. A brown haired woman in black appears for very short time. A poster having some pics and description is hanging on the wall. There is a door behind the man with a glass window on it. There are few appliances on the kitchen counter. A camera is mounted on the white appliance. A white bowl is on the sink. A crystal bowl with cereal can be seen on the counter in the end."
P47_webcam01,pancake,"The camera is mounted on the top left corner, giving the view of counter and its facing wall. A brown haired man in black jersy is standing in front of counter. A brown haired lady in black is sitting behind the man.A poster having some pics and description is hanging on the wall. There is a door behind the man with a glass window on it. There are few appliances on the kitchen counter. A camera is mounted on the white electric appliance. A white cup is on the counter."
P47_webcam01,salat,"The camera is mounted on the top left corner, giving the view of counter and its facing wall. A brown haired man in black jersy is standing in front of counter. A brown haired lady in black is sitting behind the man.A poster having some pics and description is hanging on the wall. There is a door behind the man with a glass window on it. There are few appliances on the kitchen counter. A camera is mounted on the white electric appliance. A white cup is on the counter."
P47_webcam01,tea,"The camera is mounted on the top left corner, giving the view of counter and its facing wall. A brown haired man in black jersy is standing in front of counter. A brown haired lady in black is sitting behind the man.A poster having some pics and description is hanging on the wall. There is a door behind the man with a glass window on it. There are few appliances on the kitchen counter. A camera is mounted on the white electric appliance. Few things like a juicer,a white cup, a glass and a plate are on the counter.  "
P47_webcam01,coffee,"The camera is mounted on the top left corner, giving the view of counter and its facing wall. A brown haired man in black jersy is standing in front of counter. A brown haired woman in black appears for very short time. A poster having some pics and description is hanging on the wall. There is a door behind the man with a glass window on it. There are few appliances on the kitchen counter. A camera is mounted on the white appliance. A white mug and a glass jug are on the counter. A crystal bowl with cereal can be seen on the counter in the end."
P47_webcam02,juice,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall. A cup of tea with a spoon in it, few boxes and an orange are on the counter. A green liquid dispenser, a brown bottle, a red bowl, a tetrapack, a yellow box are laying on the steel sink. A person is cutting an orange. A camera on tripod is placed on left corner of the sink. A glass of orange juice can be seen on the counter in the end of the video."
P47_webcam02,salat,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall.A person in black jersy brings a crystal bowl on the counter. A clutter of things like a green liquid dispenser, a brown bottle, a cereal box, a tetrapack, a crate of eggs, a butter tub, a blue and white box, a spatula, a knife  are laying on the steel sink. A pan on the stove is on the counter. A camera on tripod is placed on left corner of the sink. In the end a plate with egg is seen on the sink."
P47_webcam02,tea,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall. Things like green liquid dispenser, a cereal box, a tetrapack are laying on the steel sink. An electric kettle and a glass jug are on the counter.A person in black jersy brings a mug on the counter. A wraper is on the sink. A camera on tripod is placed on left corner of the sink. In the end a cup of tea is seen on the counter."
P47_webcam02,scrambledegg,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall.A person in black jersy brings a crystal bowl on the counter. A clutter of things like a green liquid dispenser, a brown bottle, a cereal box, a tetrapack, a crate of eggs, a butter tub, a blue and white box, a spatula, a knife  are laying on the steel sink. A pan on the stove is on the counter. A camera on tripod is placed on left corner of the sink. In the end a plate with egg is seen on the sink."
P47_webcam02,pancake,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall.A person in black jersy and blue jeans stands in front of counter. A clutter of things like a green liquid dispenser, a brown bottle, a cereal box, a tetrapack, a crate of eggs, a crystal bowl, a spatula, a butter tub, a blue and white box with a spoon on it are laying on the steel sink. A pan is on the stove. A camera on tripod is placed on left corner of the sink. In the end a plate with a pan cake is seen on the sink."
P47_webcam02,cereals,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall. A cup of tea with a spoon in it, a green liquid dispenser, a brown bottle are laying on the steel sink. An orange box is on the counter. A camera on tripod is placed on left corner of the sink. A crystal bowl with cereal can be seen on the counter in the end of the video."
P47_webcam02,friedegg,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall.A person in black T-shirt and blue jeans picks up a butter knife. A clutter of things like a green liquid dispenser, a brown bottle, a cereal box, a tetrapack, a crate of eggs, a butter tub, a blue and white box are laying on the steel sink. A pan with  egg is on the stove. A camera on tripod is placed on left corner of the sink. In the end a plate with an egg is seen on the sink."
P47_webcam02,coffee,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall.A person in black jersy picks up a jug. A green liquid dispenser, a brown bottle, a cereal box, a tetrapack are laying on the steel sink. A white mug, few boxes, a glass jug are on the counter. A camera on tripod is placed on left corner of the sink. In the end a cup of coffee with a spoon is seen on the counter."
P47_webcam02,milk,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall. A green liquid dispenser, a brown bottle, a red bowl, a tetrapack, a yellow box are laying on the steel sink. There are two boxes and a bowl are on the counter. A person in black jersy is picking up a box. A camera on tripod is placed on left corner of the sink."
P47_webcam02,sandwich,"The camera is mounted on the top right side of the sink, giving the view of sink and facing wall.A person in black jersy is cutting a bun. A clutter of things like a green liquid dispenser, a brown bottle, a cereal box, a tetrapack, a brown bag, a cup of tea with a spoon in it are laying on the steel sink. A butter tub, a blue and white box, a plate with a bun,slices of cheese are on the counter. A camera on tripod is placed on left corner of the sink. In the end a plate with sandwich is seen on the sink."
P48_cam01,tea,"A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view. Two black chairs are placed at the back.A salt and pepper jar ,electirc kettle,mug can be seen on the counter. A red thermos can also be seen place above the  tea dispenser.The man is making Tea."
P48_cam01,sandwich,"A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view. Two black chairs are placed at the back.A salt and pepper jar ,plate,bun in a plate,butter,plastic conatiner,knife can be seen on the counter. A red thermos can also be seen place above the  tea dispenser.The man is making Sandwich."
P48_cam01,salat,"A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view. Two black chairs are placed at the back.A salt and pepper jar ,plate bowl,knife can be seen on the counter. A red thermos can also be seen place above the  tea dispenser.The man is making Salat."
P48_cam01,milk,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view. Two black chairs are placed at the back.A salt and pepper jar  can also be seen placed beside the cereal. A red thermos can also be seen place above the  tea dispenser.The man is making Milk in a Mug.
P48_cam01,juice,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view. Two black chairs are placed at the back.A salt and pepper jar  can also be seen placed beside the cereal. A red thermos can also be seen place above the  tea dispenser.The man is making Juice in a Mug.
P48_cam01,pancake,"A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view. Two black chairs are placed at the back.Pan with spatulla is placed on the white stove.A salt and pepper jar,a crate of egg,bowl,plastic container,fork can be seen on the counter. A red thermos can also be seen place above the  tea dispenser.The man is making Pancake."
P48_cam01,cereals,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A salt and pepper jar  can also be seen placed beside the cereal. A red thermos can also be seen place above the  tea dispenser.The man is making cereal in a bowl.
P48_cam01,friedegg,"A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view. Two black chairs are placed at the back.Pan with spatulla is placed on the white stove.A salt and pepper jar,a crate of egg can be seen on the counter. A red thermos can also be seen place above the  tea dispenser.The man is making Friedegg."
P48_cam01,scrambledegg,"A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view. Two black chairs are placed at the back.Pan with spatulla is placed on the white stove.A salt and pepper jar,a crate of egg,bowl,plastic container,fork can be seen on the counter. A red thermos can also be seen place above the  tea dispenser.The man is making Pancake."
P48_cam02,tea,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Electric kettle,mug,cereal can be seen on the counter.The man is making Tea."
P48_cam02,pancake,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Pan with spatulla is placed on the white stove. A salt and pepper jar,Plastic container,milk,butter can be seen on the counter.The man is making Pancake."
P48_cam02,cereals,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back and eating something.A salt and pepper jar,milk,cereal can be seen on the counter.The man is making Cereals."
P48_cam02,coffee,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Electric kettle,mug,milk,cereal can be seen on the counter.The man is making Coffee."
P48_cam02,friedegg,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Pan with spatulla is placed on the white stove. A salt and pepper jar,Plastic container,milk,butter can be seen on the counter.The man is making Friedegg."
P48_cam02,juice,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Orange,plate,knife,cereal,Juicer,mug can be seen on the counter.The man is making Juice."
P48_cam02,milk,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Cereal,mug can be seen on the counter.The man is making Milk."
P48_cam02,salat,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Plate,knife,salt and pepper jar,Milk,Bowl,Kiwi,apple can be seen on the counter.The man is making Salat."
P48_cam02,sandwich,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Butter,bun,Plastic container,knife,cereal can be seen on the counter.The man is making Sandwich."
P48_cam02,scrambledegg,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Pan with spatulla is placed on the white stove. A salt and pepper jar,crate of egg,butter,Plastic container,milk,butter can be seen on the counter.The man is making Scrambled egg."
P48_stereo,cereals_ch0,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.Handwash is placed beside the sink.A grey dustbin and green wires can be seen at back on the floor.Cereal,salt and pepper jar,knife,bowl,milk can be seen on the counter.The man is making Cereal."
P48_stereo,cereals_ch1,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A man in black shirt is sitting at the back.Electric kettle,mug,cereal can be seen on the counter.The man is making Tea."
P48_stereo,coffee_ch0,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.Handwash is placed beside the sink.A grey dustbin and green wires can be seen at back on the floor.Cereal,salt and pepper jar,mug,Jug can be seen on the counter.The man is making Coffee."
P48_stereo,coffee_ch1,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.Handwash is placed beside the sink.A grey dustbin and green wires can be seen at back on the floor.Cereal,salt and pepper jar,mug,Jug can be seen on the counter.The man is making Coffee."
P48_stereo,milk_ch1,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.Handwash is placed beside the sink.A grey dustbin and green wires can be seen at back on the floor.Cereal,salt and pepper jar,mug,Milk can be seen on the counter.The man is making Milk."
P48_stereo,milk_ch0,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.Handwash is placed beside the sink.A grey dustbin and green wires can be seen at back on the floor.Cereal,salt and pepper jar,mug,Milk can be seen on the counter.The man is making Milk."
P48_webcam01,salat,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.The man is making Salat.
P48_webcam01,sandwich,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.The man is making Sandwich.
P48_webcam01,friedegg,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.Pan with spatulla is placed on the stove.A crate of egg is placed on the counter.The man is making fried egg.
P48_webcam01,juice,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.The man is making Juice.
P48_webcam01,scrambledegg,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.Pan with spatulla is placed on the stove.A crate of egg is placed on the counter.The man is making  Scrambledegg.
P48_webcam01,milk,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.The man is making Milk.
P48_webcam01,cereals,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.The man is making cereal.
P48_webcam01,coffee,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.The man is making coffee.
P48_webcam01,pancake,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.Pan with spatulla is placed on the stove.A crate of egg is placed on the counter.The man is making  Scrambledegg.
P48_webcam01,tea,A man in blue pant and red shirt is working on the kitchen counter.A white board can be seen at the wall on the right side of the man.The camera is placed above the tea dispenser covering the side view.A girl is sitting at back.There is a white entrance door beside the girl.The man is making Tea.
P48_webcam02,scrambledegg,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.Pan with spatulla is placed on the white stove. A salt and pepper jar,Plastic container,milk,butter,crate of egg,cereal,knife,bowl can be seen on the counter.The man is making Scrambled egg."
P48_webcam02,sandwich,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A salt and pepper jar,cereal,bun,butter,plastic container,knife,plate can be seen on the counter.The man is making Sandwich."
P48_webcam02,friedegg,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.Pan with spatulla is placed on the white stove. A salt and pepper jar,Plastic container,milk,butter,crate of egg,cereal can be seen on the counter.The man is making Friedegg."
P48_webcam02,pancake,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.Pan with spatulla is placed on the white stove. A salt and pepper jar,Plastic container,milk,butter,crate of egg,cereal,knife,bowl can be seen on the counter.The man is making Pancake."
P48_webcam02,milk,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A salt and pepper jar,cereal,mug can be seen on the counter.The man is making Milk."
P48_webcam02,cereals,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A salt and pepper jar,milk,butter,cereal,knife,bowl can be seen on the counter.The man is making cereal."
P48_webcam02,salat,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A salt and pepper jar,cereal,mug,knife,plate,bowl,kiwi,apple can be seen on the counter.The man is making salat."
P48_webcam02,coffee,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A salt and pepper jar,milk,butter,cereal,jug,mug can be seen on the counter.The man is making Coffee."
P48_webcam02,tea,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.Electric kettle,mug,tea bag,cereal can be seen on the counter.The man is making Tea."
P48_webcam02,juice,"A man in red shirt is working on the kitchen counter.A camera is placed beside the sink.A salt and pepper jar,juicer,orange,plate,knife,cereal,jug,mug can be seen on the counter.The man is making Juice."
P49_cam01,cereals,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.Mug,hand juice,knife,orange can be seen on the counter.There is a black stove in the kitchen.Girl is making Juice."
P49_cam01,coffee,A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.Electric kettle and mugs can be seen on the counter. there is a black stove in the kitchen.Girl is making coffee.
P49_cam01,friedegg,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.Crate of egg,tissueroll,butter,salt n pepper jars,plate can be seen on the counter.There is a black stove in the kitchen on which pan is placed .Girl is making Fried egg."
P49_cam01,juice,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.Mug,hand juice,knife,orange can be seen on the counter.There is a black stove in the kitchen.Girl is making Juice."
P49_cam01,tea,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.Electric kettle,mug,tea bag can be seen on the counter.There is a black stove in the kitchen.Girl is making Tea."
P49_cam01,salat,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.Apple,kiwi,cutting board,knife,bowl,butter,hand juicer can be seen on the counter.There is a black stove in the kitchen.Girl is making Salat."
P49_cam01,pancake,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.Crate of egg,tissueroll,butter,salt n pepper jars,bowl,plate can be seen on the counter.There is a black stove in the kitchen on which pan is placed .Girl is making Pancake."
